image_filename,timestamp,Front_Left_Door,Front_Right_Door,Rear_Left_Door,Rear_Right_Door,Hood
frame_20250420_144303_947988.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144303_952196.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144303_956607.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144303_961104.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144303_965518.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144303_969856.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144303_974368.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144303_978757.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_009616.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_033712.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_055015.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_073989.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_092409.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_096919.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_101533.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_106166.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_110428.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_114735.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_118904.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_123259.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_127478.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_131666.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_136025.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_140557.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_144877.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_149094.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_153427.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_158211.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_162553.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_166827.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_171618.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_176312.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_180491.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_184470.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_189023.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_193400.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_197626.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_201822.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_206171.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_210828.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_214995.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_219282.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_223674.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_227923.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_232079.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_236409.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_240876.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_245158.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_249334.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_253636.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_259104.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_263895.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_268298.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_273291.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_278279.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_282621.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_287123.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_291788.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_295963.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_300231.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_304669.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_309189.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_313373.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_317554.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_321867.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_326257.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_330452.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_334602.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_338803.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_343117.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_347028.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_350955.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_355324.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_359729.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_363928.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_368147.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_372715.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_377117.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_381469.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_385763.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_390467.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_394948.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_399154.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_403453.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_407845.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_411894.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_415836.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_419770.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_424170.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_428403.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_432597.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_437050.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_441610.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_445899.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_450062.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_454538.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_459032.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_463265.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_467474.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_471949.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_476440.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_480674.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_484885.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_489267.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_493568.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_498206.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_502576.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_507114.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_511495.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_515766.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_520247.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_524694.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_529170.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_534251.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_539142.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_544076.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_548709.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_553369.jpg,20250420_231159,0,0,0,0,1
frame_20250420_144304_557947.jpg,20250420_231159,0,0,0,0,1
